Fiscal Year,Contracting Agency ID,Contracting Agency Name,Product or Service Code,Product or Service Description,Base and Exercised Options Value,Base and All Options Value (Total Contract Value),Non Government Dollars,Dollars Obligated,Number of Actions,Number of Records
2020,9763,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),B599,SPECIAL STUDIES/ANALYSIS- OTHER,$0.00 ,$0.00 ,$0.00 ,$0.00 ,2 ,2 
2020,7013,TRANSPORTATION SECURITY ADMINISTRATION,C1BE,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIRPORT TERMINALS,"$67,199,826.08 ","$67,199,826.08 ","$5,426,876.00 ","$66,301,446.08 ",70 ,70 
2020,7013,TRANSPORTATION SECURITY ADMINISTRATION,C219,ARCHITECT AND ENGINEERING- GENERAL: OTHER,"$6,463,251.95 ","$6,463,251.95 ",$0.00 ,"$6,463,251.95 ",3 ,3 
2020,2100,DEPT OF THE ARMY,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,"$57,525,843.96 ","$46,663,514.62 ",($0.01),"$53,008,697.86 ",33 ,33 
2020,9776,USTRANSCOM,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,"$2,970,034.00 ","$87,230,945.00 ",$0.00 ,"$14,584,202.72 ",6 ,6 
2020,97CY,U.S. CYBER COMMAND,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,"$193,552.94 ","$193,552.94 ",$0.00 ,$0.00 ,1 ,1 
2020,1700,DEPT OF THE NAVY,D305,"IT AND TELECOM - TELEPROCESSING, TIMESHARE, CLOUD COMPUTING, AND HIGH PERFORMANCE COMPUTING","$3,779,957.90 ","$3,779,957.90 ",$0.00 ,"$3,779,957.90 ",7 ,7 
2020,5700,DEPT OF THE AIR FORCE,D305,"IT AND TELECOM - TELEPROCESSING, TIMESHARE, CLOUD COMPUTING, AND HIGH PERFORMANCE COMPUTING","$5,472,498.00 ","$22,678,258.00 ",$0.00 ,"$5,472,498.00 ",1 ,1 
2020,2100,DEPT OF THE ARMY,D306,IT AND TELECOM- SYSTEMS ANALYSIS,"$7,550,613.60 ","$11,598,709.27 ",$0.00 ,"$7,550,613.60 ",3 ,3 
2020,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,D307,IT AND TELECOM- IT STRATEGY AND ARCHITECTURE,"$9,527,008.00 ","$14,118,394.25 ",$0.00 ,"$9,527,008.00 ",7 ,7 
2020,97CY,U.S. CYBER COMMAND,D307,IT AND TELECOM- IT STRATEGY AND ARCHITECTURE,"$1,425,647.00 ","$1,425,647.00 ",$0.00 ,"$1,425,647.00 ",1 ,1 
2020,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,D310,IT AND TELECOM- CYBER SECURITY AND DATA BACKUP,"$2,083,752.49 ","$25,061,283.49 ",$0.00 ,"$2,083,752.49 ",7 ,7 
2020,1700,DEPT OF THE NAVY,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","$1,968,547.77 ","$1,968,547.77 ",$0.00 ,"$1,968,547.77 ",3 ,3 
2020,5700,DEPT OF THE AIR FORCE,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","$109,150,000.00 ","$109,150,000.00 ",$0.00 ,"$17,150,000.00 ",5 ,5 
2020,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","$30,229,849.30 ","$33,309,169.30 ",$0.00 ,"$30,229,849.30 ",11 ,11 
2020,5700,DEPT OF THE AIR FORCE,D325,IT AND TELECOM- DATA CENTERS AND STORAGE,"$145,173,900.05 ","$145,173,900.05 ",$0.00 ,"$69,527,063.88 ",27 ,27 
2020,9763,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),D325,IT AND TELECOM- DATA CENTERS AND STORAGE,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2020,1700,DEPT OF THE NAVY,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,"$28,652,996.87 ","$28,652,996.87 ",$0.00 ,$0.00 ,4 ,4 
2020,5700,DEPT OF THE AIR FORCE,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,"$9,999,999.98 ","$9,999,999.98 ",$0.00 ,"$9,999,999.98 ",1 ,1 
2020,97AK,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,"$25,430,691.68 ","$230,608,734.28 ",$0.00 ,"$25,430,691.68 ",7 ,7 
2020,5700,DEPT OF THE AIR FORCE,J010,MAINT/REPAIR/REBUILD OF EQUIPMENT- WEAPONS,"$572,000.00 ","$572,000.00 ",$0.00 ,$0.00 ,7 ,7 
2020,2100,DEPT OF THE ARMY,K070,MODIFICATION OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,$0.00 ,$0.00 ,$0.00 ,$0.00 ,3 ,3 
2020,7013,TRANSPORTATION SECURITY ADMINISTRATION,N063,"INSTALLATION OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2020,7013,TRANSPORTATION SECURITY ADMINISTRATION,N067,INSTALLATION OF EQUIPMENT- PHOTOGRAPHIC EQUIPMENT,"($574,555.96)","($574,555.96)",$0.00 ,"($574,555.96)",1 ,1 
2020,7001,OFFICE OF PROCUREMENT OPERATIONS,Q402,MEDICAL- NURSING HOME CARE CONTRACTS,"$37,981,868.56 ","$45,619,499.64 ",$0.00 ,"$37,003,215.78 ",38 ,38 
2020,1700,DEPT OF THE NAVY,R415,SUPPORT- PROFESSIONAL: TECHNOLOGY SHARING/UTILIZATION,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2020,1700,DEPT OF THE NAVY,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"$103,276.00 ","$103,276.00 ",$0.00 ,"$103,276.00 ",7 ,7 
2020,2100,DEPT OF THE ARMY,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"$65,609,689.36 ","$37,526,459.04 ",$0.00 ,"$67,502,732.36 ",31 ,31 
2020,5700,DEPT OF THE AIR FORCE,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"$98,567,402.00 ","$98,567,402.00 ",$0.00 ,"$30,000,000.00 ",2 ,2 
2020,9763,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2020,97F5,WASHINGTON HEADQUARTERS SERVICES (WHS),R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"$16,075,000.00 ","$16,025,000.00 ",$0.00 ,"$16,075,000.00 ",12 ,12 
2020,97ZS,U.S. SPECIAL OPERATIONS COMMAND (USSOCOM),R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"$946,652.00 ","$946,652.00 ",$0.00 ,"$4,043,370.94 ",17 ,17 
2020,7013,TRANSPORTATION SECURITY ADMINISTRATION,R426,SUPPORT- PROFESSIONAL: COMMUNICATIONS,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2020,1700,DEPT OF THE NAVY,R499,SUPPORT- PROFESSIONAL: OTHER,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2020,2100,DEPT OF THE ARMY,R499,SUPPORT- PROFESSIONAL: OTHER,"$188,966,966.48 ","$188,966,966.48 ",$0.00 ,"$37,663,088.37 ",16 ,16 
2020,7013,TRANSPORTATION SECURITY ADMINISTRATION,R499,SUPPORT- PROFESSIONAL: OTHER,"$35,351,573.51 ","$181,107,178.51 ","$196,473.00 ","$35,351,573.51 ",400 ,400 
2020,97AS,DEFENSE LOGISTICS AGENCY,R499,SUPPORT- PROFESSIONAL: OTHER,"$753,000.00 ","$753,000.00 ",$0.00 ,"$753,000.00 ",7 ,7 
2020,97AV,DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY,R499,SUPPORT- PROFESSIONAL: OTHER,"$24,854,907.95 ","$16,014,680.82 ",$0.00 ,"$42,863,446.56 ",13 ,13 
2020,7013,TRANSPORTATION SECURITY ADMINISTRATION,R615,SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2020,1700,DEPT OF THE NAVY,R799,SUPPORT- MANAGEMENT: OTHER,$0.00 ,$0.00 ,$0.00 ,$0.00 ,4 ,4 
2020,9763,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),R799,SUPPORT- MANAGEMENT: OTHER,"($2,455.16)","($2,455.16)",$0.00 ,"($2,455.16)",1 ,1 
2020,7013,TRANSPORTATION SECURITY ADMINISTRATION,S112,UTILITIES- ELECTRIC,"$17,495,076.49 ","$13,577,638.98 ",$0.00 ,"$17,714,199.49 ",202 ,202 
2020,7013,TRANSPORTATION SECURITY ADMINISTRATION,S119,UTILITIES- OTHER,"$21,126.96 ","$63,380.88 ",$0.00 ,"$21,126.96 ",1 ,1 
2020,7013,TRANSPORTATION SECURITY ADMINISTRATION,S201,HOUSEKEEPING- CUSTODIAL JANITORIAL,"$1,649,948.69 ","$1,723,373.09 ",$0.00 ,"$1,649,948.69 ",27 ,27 
2020,7013,TRANSPORTATION SECURITY ADMINISTRATION,S206,HOUSEKEEPING- GUARD,"$30,919,740.90 ","$30,949,778.59 ",$0.00 ,"$30,919,740.90 ",458 ,458 
2020,2100,DEPT OF THE ARMY,T014,PHOTO/MAP/PRINT/PUBLICATION- TOPOGRAPHY,"$550,000.00 ","$550,000.00 ",$0.00 ,"$550,000.00 ",5 ,5 
2020,1700,DEPT OF THE NAVY,U005,EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES,$0.00 ,$0.00 ,$0.00 ,$0.00 ,7 ,7 
2020,5700,DEPT OF THE AIR FORCE,U013,EDUCATION/TRAINING- COMBAT,"$10,021,000.91 ","$10,021,000.91 ",$0.00 ,"$10,021,000.91 ",2 ,2 
2020,5700,DEPT OF THE AIR FORCE,U099,EDUCATION/TRAINING- OTHER,"$403,591.41 ","$403,591.41 ",$0.00 ,$0.00 ,1 ,1 
2020,2100,DEPT OF THE ARMY,V126,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: SPACE TRANSPORTATION/LAUNCH,"$1,500,000.00 ","$1,500,000.00 ",$0.00 ,"$1,500,000.00 ",1 ,1 
2020,7013,TRANSPORTATION SECURITY ADMINISTRATION,X129,LEASE-RENT OF OTHER AIRFIELD STRUCT,($1.37),($1.37),$0.00 ,($1.37),1 ,1 
2020,7013,TRANSPORTATION SECURITY ADMINISTRATION,X1LZ,LEASE/RENTAL OF PARKING FACILITIES,"$365,016.00 ","$1,365,000.00 ",$0.00 ,"$365,016.00 ",3 ,3 
2020,7013,TRANSPORTATION SECURITY ADMINISTRATION,Y125,CONSTRUCTION OF AIRPORT TERMINALS,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2020,7013,TRANSPORTATION SECURITY ADMINISTRATION,Y1BE,CONSTRUCTION OF AIRPORT TERMINALS,"$8,989,838.64 ","$8,989,838.64 ",$0.00 ,"$8,989,838.64 ",5 ,5 
2020,7013,TRANSPORTATION SECURITY ADMINISTRATION,Z2BE,REPAIR OR ALTERATION OF AIRPORT TERMINALS,"($1,125,046.01)","($1,125,046.01)",$0.00 ,"($1,125,046.01)",1 ,1 
2021,1700,DEPT OF THE NAVY,1005,"GUNS, THROUGH 30MM",$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2021,2100,DEPT OF THE ARMY,1095,MISCELLANEOUS WEAPONS,$0.00 ,$0.00 ,$0.00 ,$0.00 ,2 ,2 
2021,2100,DEPT OF THE ARMY,1290,MISCELLANEOUS FIRE CONTROL EQUIPMENT,"$364,046.00 ","$364,046.00 ",$0.00 ,"$364,046.00 ",1 ,1 
2021,2100,DEPT OF THE ARMY,1386,UNDERWATER USE EXPLOSIVE ORDNANCE DISPOSAL AND SWIMMER WEAPONS SYSTEMS TOOLS AND EQUIPMENT,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2021,2100,DEPT OF THE ARMY,1420,GUIDED MISSILE COMPONENTS,$0.00 ,$0.00 ,$0.00 ,"$36,502,610.00 ",3 ,3 
2021,1700,DEPT OF THE NAVY,1425,"GUIDED MISSILE SYSTEMS, COMPLETE",$0.00 ,$0.00 ,$0.00 ,"$1,002,748.00 ",1 ,1 
2021,2100,DEPT OF THE ARMY,6115,"GENERATORS AND GENERATOR SETS, ELECTRICAL",$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2021,7013,TRANSPORTATION SECURITY ADMINISTRATION,6350,"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS","$5,532,000.00 ","$5,532,000.00 ",$0.00 ,"$5,532,000.00 ",6 ,6 
2021,2100,DEPT OF THE ARMY,6910,TRAINING AIDS,$0.00 ,$0.00 ,$0.00 ,"$9,843,292.87 ",6 ,6 
2021,5700,DEPT OF THE AIR FORCE,7030,INFORMATION TECHNOLOGY SOFTWARE,"$220,583.00 ","$220,583.00 ",$0.00 ,"$220,583.00 ",4 ,4 
2021,1700,DEPT OF THE NAVY,8465,INDIVIDUAL EQUIPMENT,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2021,1700,DEPT OF THE NAVY,AC14,R&D- DEFENSE SYSTEM: AIRCRAFT (ENGINEERING DEVELOPMENT),"$2,793,414.64 ","$2,793,414.64 ",$0.00 ,"$2,240,000.00 ",1 ,1 
2021,5700,DEPT OF THE AIR FORCE,AC14,R&D- DEFENSE SYSTEM: AIRCRAFT (ENGINEERING DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,2 ,2 
2021,5700,DEPT OF THE AIR FORCE,AC22,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,"$37,919,050.00 ",2 ,2 
2021,97F5,WASHINGTON HEADQUARTERS SERVICES (WHS),AC22,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$843,477.00 ","$843,477.00 ",$0.00 ,"$843,477.00 ",1 ,1 
2021,97F5,WASHINGTON HEADQUARTERS SERVICES (WHS),AC32,R&D- DEFENSE SYSTEM: SHIPS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$99,500.00 ","$1,120,044.00 ",$0.00 ,"$99,500.00 ",1 ,1 
2021,2100,DEPT OF THE ARMY,AC43,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (ADVANCED DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,2 ,2 
2021,5700,DEPT OF THE AIR FORCE,AC52,R&D- DEFENSE SYSTEM: WEAPONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,2 ,2 
2021,2100,DEPT OF THE ARMY,AC54,R&D- DEFENSE SYSTEM: WEAPONS (ENGINEERING DEVELOPMENT),"$2,032,674.65 ","$1,650,178.76 ",$0.00 ,"$29,097,693.83 ",3 ,3 
2021,2100,DEPT OF THE ARMY,AC62,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,5 ,5 
2021,5700,DEPT OF THE AIR FORCE,AC62,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$26,400,000.00 ","$52,800,000.00 ","$26,400,000.00 ","$400,000.00 ",1 ,1 
2021,1700,DEPT OF THE NAVY,AC63,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ADVANCED DEVELOPMENT),"$870,000.00 ","$870,000.00 ",$0.00 ,"$870,000.00 ",2 ,2 
2021,2100,DEPT OF THE ARMY,AC64,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ENGINEERING DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2021,2100,DEPT OF THE ARMY,AD13,R&D- DEFENSE OTHER: AMMUNITION (ADVANCED DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,4 ,4 
2021,2100,DEPT OF THE ARMY,AD14,R&D- DEFENSE OTHER: AMMUNITION (ENGINEERING DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2021,2100,DEPT OF THE ARMY,AD22,R&D- DEFENSE OTHER: SERVICES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$130,587,897.43 ","$130,587,897.43 ",$0.00 ,"$130,587,897.43 ",1 ,1 
2021,2100,DEPT OF THE ARMY,AD91,R&D- DEFENSE OTHER: OTHER (BASIC RESEARCH),$0.00 ,$0.00 ,$0.00 ,$0.00 ,2 ,2 
2021,97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),AD91,R&D- DEFENSE OTHER: OTHER (BASIC RESEARCH),"$494,738.00 ","$209,473.00 ",$0.00 ,"$494,738.00 ",4 ,4 
2021,1700,DEPT OF THE NAVY,AD92,R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),($916.00),"($2,136.00)",$0.00 ,($916.00),9 ,9 
2021,5700,DEPT OF THE AIR FORCE,AD92,R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),$0.00 ,$0.00 ,"($2,000,000.00)","($1,200,000.00)",12 ,12 
2021,97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),AD92,R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$5,690,133.00 ",$0.00 ,$0.00 ,"$672,346.00 ",6 ,6 
2021,2100,DEPT OF THE ARMY,AD93,R&D- DEFENSE OTHER: OTHER (ADVANCED DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,2 ,2 
2021,97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),AD93,R&D- DEFENSE OTHER: OTHER (ADVANCED DEVELOPMENT),"$1,583,021.00 ","$7,484,492.00 ",$0.00 ,"$265,767.00 ",4 ,4 
2021,2100,DEPT OF THE ARMY,AD94,R&D- DEFENSE OTHER: OTHER (ENGINEERING DEVELOPMENT),"$2,247,053.00 ","$7,500,000,000.00 ",$0.00 ,"$2,247,053.00 ",29 ,29 
2021,97F5,WASHINGTON HEADQUARTERS SERVICES (WHS),AD94,R&D- DEFENSE OTHER: OTHER (ENGINEERING DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2021,1700,DEPT OF THE NAVY,AD95,R&D- DEFENSE OTHER: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,2 ,2 
2021,97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),AD95,R&D- DEFENSE OTHER: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),"$999,748.00 ","$1,497,675.00 ",$0.00 ,"$399,204.00 ",1 ,1 
2021,2100,DEPT OF THE ARMY,AE13,R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (ADVANCED DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,9 ,9 
2021,7001,OFFICE OF PROCUREMENT OPERATIONS,AJ12,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; APPLIED RESEARCH,"$392,900.00 ","$392,900.00 ",$0.00 ,"$392,900.00 ",2 ,2 
2021,2100,DEPT OF THE ARMY,AN12,R&D- MEDICAL: BIOMEDICAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$491,476,281.00 ","$496,442,206.00 ",$0.00 ,"$491,476,281.00 ",4 ,4 
2021,2100,DEPT OF THE ARMY,AN13,R&D- MEDICAL: BIOMEDICAL (ADVANCED DEVELOPMENT),"$7,500,000.00 ","$7,500,000.00 ",$0.00 ,"$7,500,000.00 ",1 ,1 
2021,2100,DEPT OF THE ARMY,AN14,R&D- MEDICAL: BIOMEDICAL (ENGINEERING DEVELOPMENT),"$480,916,636.62 ","$480,916,636.62 ",$0.00 ,"$480,916,636.62 ",1 ,1 
2021,2100,DEPT OF THE ARMY,AN93,R&D- MEDICAL: OTHER (ADVANCED DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,3 ,3 
2021,5700,DEPT OF THE AIR FORCE,AR75,R&D- SPACE: COMMERCIAL PROGRAMS (OPERATIONAL SYSTEMS DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,2 ,2 
2021,1406,DEPARTMENTAL OFFICES,AZ11,R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH),"$10,463,925.00 ","$4,650,718.00 ",$0.00 ,"$10,463,925.00 ",4 ,4 
2021,2100,DEPT OF THE ARMY,AZ11,R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH),"$1,381,001.20 ","$732,000.00 ",$0.00 ,"$681,001.20 ",4 ,4 
2021,7001,OFFICE OF PROCUREMENT OPERATIONS,AZ11,R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH),$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2021,1700,DEPT OF THE NAVY,AZ12,R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2021,7001,OFFICE OF PROCUREMENT OPERATIONS,AZ12,R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,3 ,3 
2021,2100,DEPT OF THE ARMY,AZ13,R&D- OTHER RESEARCH AND DEVELOPMENT (ADVANCED DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2021,97ZS,U.S. SPECIAL OPERATIONS COMMAND (USSOCOM),AZ13,R&D- OTHER RESEARCH AND DEVELOPMENT (ADVANCED DEVELOPMENT),"$200,000.00 ",$0.00 ,$0.00 ,"$200,000.00 ",2 ,2 
2021,2100,DEPT OF THE ARMY,AZ14,R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),"$3,416,181.08 ","$3,416,181.08 ",$0.00 ,"$3,416,181.08 ",5 ,5 
2021,2100,DEPT OF THE ARMY,AZ15,R&D- OTHER RESEARCH AND DEVELOPMENT (OPERATIONAL SYSTEMS DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2021,97F5,WASHINGTON HEADQUARTERS SERVICES (WHS),AZ15,R&D- OTHER RESEARCH AND DEVELOPMENT (OPERATIONAL SYSTEMS DEVELOPMENT),"$2,222,913.00 ","$100,000,000.00 ",$0.00 ,"$2,222,913.00 ",1 ,1 
2021,7013,TRANSPORTATION SECURITY ADMINISTRATION,C1BE,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIRPORT TERMINALS,"($11,497,046.63)","($11,497,046.63)",$0.00 ,"($11,497,046.63)",2 ,2 
2021,1700,DEPT OF THE NAVY,D305,"IT AND TELECOM - TELEPROCESSING, TIMESHARE, CLOUD COMPUTING, AND HIGH PERFORMANCE COMPUTING",$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2021,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,D307,IT AND TELECOM- IT STRATEGY AND ARCHITECTURE,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2021,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,D310,IT AND TELECOM- CYBER SECURITY AND DATA BACKUP,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2021,5700,DEPT OF THE AIR FORCE,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2021,5700,DEPT OF THE AIR FORCE,D325,IT AND TELECOM- DATA CENTERS AND STORAGE,$0.00 ,$0.00 ,$0.00 ,$0.00 ,4 ,4 
2021,7001,OFFICE OF PROCUREMENT OPERATIONS,Q402,MEDICAL- NURSING HOME CARE CONTRACTS,$0.00 ,$0.00 ,$0.00 ,$0.00 ,4 ,4 
2021,2100,DEPT OF THE ARMY,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"$16,997,000.00 ",$0.00 ,$0.00 ,"$17,918,683.00 ",4 ,4 
2021,97F5,WASHINGTON HEADQUARTERS SERVICES (WHS),R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2021,2100,DEPT OF THE ARMY,R499,SUPPORT- PROFESSIONAL: OTHER,$0.00 ,$0.00 ,$0.00 ,"$11,640,218.40 ",1 ,1 
2021,7013,TRANSPORTATION SECURITY ADMINISTRATION,S112,UTILITIES- ELECTRIC,"$3,832,528.90 ","$1,569,947.43 ",$0.00 ,"$3,796,923.94 ",28 ,28 
2021,7013,TRANSPORTATION SECURITY ADMINISTRATION,S201,HOUSEKEEPING- CUSTODIAL JANITORIAL,"$2,163,826.35 ","$2,163,826.35 ",$0.00 ,"$2,163,826.35 ",26 ,26 
2021,7013,TRANSPORTATION SECURITY ADMINISTRATION,Y1BE,CONSTRUCTION OF AIRPORT TERMINALS,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
